,customer_id,customername,city,state
653,654,Maria Carroll,Cleveland,Ohio
654,655,Jessica Sloan,Austin,Texas
655,656,Scott Craig,Peoria,Illinois
656,657,Kaitlin Brown,Dallas,Texas
657,658,William Beck,Tampa,Florida
658,659,Eric Mason,Orlando,Florida
659,660,Lisa Lowe,Miami,Florida
660,661,Roy Miller,San Francisco,California
661,662,Christopher Espinoza,Columbus,Ohio
662,663,Claire Cole,Houston,Texas
663,664,Eric Nunez,San Diego,California
664,665,David Bell,Los Angeles,California
665,666,Patrick Hensley MD,Cincinnati,Ohio
666,667,John Cox,Peoria,Illinois
667,668,Michelle Sullivan,Chicago,Illinois
668,669,Angela Todd,New York City,New York
669,670,Luke Saunders,Dallas,Texas
670,671,Dr. Jennifer Benton DVM,Springfield,Illinois
671,672,Keith Smith,Miami,Florida
672,673,Danielle Mitchell,Peoria,Illinois
673,674,Jesus Hernandez,Los Angeles,California
674,675,Jason Norman,Miami,Florida
675,676,Laura Poole,Rochester,New York
676,677,Sarah Wagner,Houston,Texas
677,678,Bryan Baird,Peoria,Illinois
678,679,Amy Thompson,Cincinnati,Ohio
679,680,Ashley Wright,Cleveland,Ohio
680,681,Michelle Lynch,Springfield,Illinois
681,682,Ryan Hale,Cleveland,Ohio
682,683,Marie Jefferson,Orlando,Florida
683,684,Vanessa Smith,Houston,Texas
684,685,Ryan Foster,Columbus,Ohio
685,686,David Lara,San Diego,California
686,687,Jonathan Young,Springfield,Illinois
687,688,Debra Townsend,Cincinnati,Ohio
688,689,John Thomas,San Francisco,California
689,690,Bryan Anderson,Los Angeles,California
690,691,Sarah Miller,New York City,New York
691,692,Robert Hill,Columbus,Ohio
692,693,Joshua Rojas,Miami,Florida
693,694,Angelica Lewis,New York City,New York
694,695,Jessica Russell,Dallas,Texas
695,696,Mary Johnson,Rochester,New York
696,697,Joseph Knight,Peoria,Illinois
697,698,Jessica Greene,New York City,New York
698,699,Vincent Perez,Rochester,New York
699,700,Dennis Rivera,San Francisco,California
700,701,Nancy Keller,Dallas,Texas
701,702,Michelle Anderson,Cleveland,Ohio
702,703,Anthony May,Tampa,Florida
703,704,Michelle Guerra,New York City,New York
704,705,Meghan Ballard,New York City,New York
705,706,Brian Wheeler,Buffalo,New York
706,707,William Rosario,Dallas,Texas
707,708,Jessica Hunt,Springfield,Illinois
708,709,Tony Chavez,Columbus,Ohio
709,710,Mary Crawford,Cincinnati,Ohio
710,711,Roger Morrison,Cincinnati,Ohio
711,712,Bethany Harrison,Los Angeles,California
712,713,Lisa Mcintyre,Orlando,Florida
713,714,Carolyn Gonzalez,Miami,Florida
714,715,Christina Oconnell,San Francisco,California
715,716,James Garcia,Buffalo,New York
716,717,Emily Frederick,Austin,Texas
717,718,Shawn Wise,San Francisco,California
718,719,Carrie Alvarez,Peoria,Illinois
719,720,Matthew James,Peoria,Illinois
720,721,Jerry Alvarado,New York City,New York
721,722,Paul Zimmerman,Rochester,New York
722,723,Carl Ryan,Dallas,Texas
723,724,Kelly Roberts,Buffalo,New York
724,725,Jack Woods,Peoria,Illinois
725,726,Albert Alexander Jr.,Cleveland,Ohio
726,727,Teresa Perez,Austin,Texas
727,728,Amanda Williams,Columbus,Ohio
728,729,Kristen Lawson,Springfield,Illinois
729,730,Jacob Stewart,Miami,Florida
730,731,Daniel Brooks,Peoria,Illinois
731,732,Aaron Dunn,Springfield,Illinois
732,733,Jacob Martinez,Los Angeles,California
733,734,Raymond Burgess,San Diego,California
734,735,Jennifer Cooke,San Francisco,California
735,736,Tyrone White,San Diego,California
736,737,Charles Williams,Dallas,Texas
737,738,Amy Page,Columbus,Ohio
738,739,Scott Gibbs,Los Angeles,California
739,740,Angela Roberts,Cleveland,Ohio
740,741,Kyle Hernandez,Dallas,Texas
741,742,Cynthia Ferguson,Austin,Texas
742,743,Brandi Garcia,San Francisco,California
743,744,Matthew Blake,San Francisco,California
744,745,Lauren Howell,Buffalo,New York
745,746,Joseph Wilson,Cincinnati,Ohio
746,747,Tanner Vance,Houston,Texas
747,748,Michael Nash,Buffalo,New York
748,749,Brent Thomas,Peoria,Illinois
749,750,Harold Mitchell,Austin,Texas
750,751,Ashley Palmer,Miami,Florida
751,752,Stephen Hogan,San Diego,California
752,753,George Ashley,Houston,Texas
753,754,Sara Bailey,Cincinnati,Ohio
754,755,Tanya Thomas MD,Dallas,Texas
755,756,Maria Galvan,Columbus,Ohio
756,757,Duane Kelly,New York City,New York
757,758,Frank Reynolds,Springfield,Illinois
758,759,Aaron Kim,Buffalo,New York
759,760,David Allen,Tampa,Florida
760,761,Monica Lee,San Diego,California
761,762,Kimberly Fuller,Cleveland,Ohio
762,763,Erica Scott,Chicago,Illinois
763,764,Melissa Mitchell,Chicago,Illinois
764,765,Joshua Murray,Dallas,Texas
765,766,John Jones,San Diego,California
766,767,Cheryl Johnson,Cincinnati,Ohio
767,768,Lisa Farmer,Houston,Texas
768,769,Christopher Walker,Cincinnati,Ohio
769,770,Elizabeth Coffey,Buffalo,New York
770,771,Joseph Clark,Cincinnati,Ohio
771,772,Jamie Brewer,Springfield,Illinois
772,773,Lauren Boyer,Dallas,Texas
773,774,Howard Esparza,Houston,Texas
774,775,James Hickman,Cleveland,Ohio
775,776,Jennifer Hernandez,Cleveland,Ohio
776,777,Shannon Warren,New York City,New York
777,778,Ashley Aguilar,Chicago,Illinois
778,779,Daniel Price,New York City,New York
779,780,James Perez,Orlando,Florida
780,781,Jerry Smith,San Diego,California
781,782,Andre Fernandez,Orlando,Florida
782,783,Anthony West,San Diego,California
783,784,Amber Flowers,Tampa,Florida
784,785,Patricia Davis,Chicago,Illinois
785,786,Jasmine Gibbs,Austin,Texas
786,787,Nicole Dudley,New York City,New York
787,788,Lori Colon,Buffalo,New York
788,789,William Carr,Dallas,Texas
789,790,Jeffrey Dixon,New York City,New York
790,791,Robert Sexton,Los Angeles,California
791,792,Brooke Gonzalez,Miami,Florida
792,793,Victoria Bryant MD,San Francisco,California
793,794,Nancy Kennedy,Dallas,Texas
794,795,Andrew Barry,Peoria,Illinois
795,796,Carlos Wheeler,Cleveland,Ohio
796,797,Isabella Roach,Peoria,Illinois
797,798,Samantha Williams,Orlando,Florida
798,799,Samuel Little MD,Chicago,Illinois
799,800,Paul Taylor,San Francisco,California
800,801,Susan Baker,San Diego,California
801,802,Mark Fry,Austin,Texas
802,803,Megan Mclean,New York City,New York
803,804,Caitlin Hunt,Rochester,New York
804,805,Jenna Holland,Austin,Texas
805,806,Stephanie Oconnell,Buffalo,New York
806,807,Andrea Hill,Chicago,Illinois
