,customer_id,customername,city_id
957,958,Martha Carney,693
958,959,Francisco Hicks,840
959,960,Matthew Parker,686
960,961,Paul Bryant,988
961,962,Paul Bryant,747
962,963,Bruce Dennis,131
963,964,Joseph Bates,1102
964,965,Kelly Pacheco,1091
965,966,Jeffrey Weber,1097
966,967,Andrew Krueger,76
967,968,Jeffrey Weber,456
968,969,Andrew Krueger,791
969,970,Jeffrey Weber,508
970,971,Andrew Krueger,688
971,972,Kathleen Cox,142
972,973,Jamie Bradley,235
973,974,Robert Martinez,373
974,975,Christopher Rogers,1098
975,976,Roberto Parrish,984
976,977,Amber Kennedy,364
977,978,Maria Davis,842
978,979,Terry Gilbert,670
979,980,Devon Schmitt,497
980,981,Robert Mosley,37
981,982,Paul Scott,739
982,983,Paul Scott,302
983,984,Kristin Alvarez,971
984,985,Kevin Jackson,510
985,986,Mrs. Lauren Potter DDS,275
986,987,Jason Brown,656
987,988,Jamie Santos,975
988,989,Kristin Alvarez,1113
989,990,Kevin Jackson,916
990,991,Mrs. Lauren Potter DDS,1093
991,992,Jason Brown,466
992,993,Jamie Santos,115
993,994,James Taylor,112
994,995,Alicia Vincent,1022
995,996,Kenneth Adams,455
996,997,Shelby Browning,339
997,998,Alicia Vincent,45
998,999,Kenneth Adams,808
999,1000,Shelby Browning,427
1000,1001,Alicia Vincent,872
1001,1002,Kenneth Adams,19
1002,1003,Shelby Browning,129
1003,1004,Johnny Hill,917
1004,1005,Nicholas Tucker,175
1005,1006,Theresa Cline,599
1006,1007,Christine Wheeler,659
1007,1008,Carlos Wells,660
1008,1009,Randall Bell,376
1009,1010,Kendra Mckinney,373
1010,1011,Kendra Mckinney,562
1011,1012,Amanda Kim,481
1012,1013,Megan Morgan,725
1013,1014,Vincent Kramer,210
1014,1015,Raymond Bean,469
1015,1016,Reginald Hebert,83
1016,1017,Jeremy Vazquez,424
1017,1018,Michael Stewart,1160
1018,1019,Kevin Johnson,716
1019,1020,Tara Hughes,125
1020,1021,Sandra Perkins,953
1021,1022,Heather Bell,1065
1022,1023,Nancy Boyd,575
1023,1024,Raymond Reyes,169
1024,1025,Nancy Boyd,1031
1025,1026,Raymond Reyes,335
1026,1027,Cassandra Jordan,245
1027,1028,Evelyn Harris,228
1028,1029,Shannon Maynard,1096
1029,1030,Marie James,674
1030,1031,Maria Carroll,327
1031,1032,Jessica Sloan,1103
1032,1033,Scott Craig,647
1033,1034,Kaitlin Brown,829
1034,1035,Kaitlin Brown,142
1035,1036,William Beck,631
1036,1037,Eric Mason,174
1037,1038,Lisa Lowe,920
1038,1039,Roy Miller,732
1039,1040,Christopher Espinoza,89
1040,1041,Roy Miller,985
1041,1042,Christopher Espinoza,467
1042,1043,Claire Cole,889
1043,1044,Eric Nunez,479
1044,1045,David Bell,44
1045,1046,Patrick Hensley MD,58
1046,1047,John Cox,715
1047,1048,Michelle Sullivan,564
1048,1049,Angela Todd,627
1049,1050,Luke Saunders,381
1050,1051,Dr. Jennifer Benton DVM,487
1051,1052,Luke Saunders,424
1052,1053,Dr. Jennifer Benton DVM,1172
1053,1054,Keith Smith,825
1054,1055,Danielle Mitchell,807
1055,1056,Jesus Hernandez,548
1056,1057,Jason Norman,616
1057,1058,Laura Poole,776
1058,1059,Sarah Wagner,795
1059,1060,Sarah Wagner,79
1060,1061,Bryan Baird,245
1061,1062,Amy Thompson,248
1062,1063,Ashley Wright,756
1063,1064,Michelle Lynch,1018
1064,1065,Ryan Hale,254
1065,1066,Marie Jefferson,625
1066,1067,Vanessa Smith,370
1067,1068,Ryan Foster,865
1068,1069,David Lara,423
1069,1070,Jonathan Young,122
1070,1071,Debra Townsend,131
1071,1072,John Thomas,689
1072,1073,Bryan Anderson,794
1073,1074,Sarah Miller,269
1074,1075,Robert Hill,575
1075,1076,Joshua Rojas,454
1076,1077,Angelica Lewis,328
1077,1078,Jessica Russell,797
1078,1079,Mary Johnson,180
1079,1080,Joseph Knight,983
1080,1081,Jessica Greene,231
1081,1082,Vincent Perez,144
1082,1083,Dennis Rivera,955
1083,1084,Nancy Keller,874
1084,1085,Michelle Anderson,284
1085,1086,Anthony May,564
1086,1087,Michelle Guerra,8
1087,1088,Meghan Ballard,1179
1088,1089,Brian Wheeler,897
1089,1090,William Rosario,684
1090,1091,Jessica Hunt,365
1091,1092,Tony Chavez,715
1092,1093,Mary Crawford,696
1093,1094,Roger Morrison,168
1094,1095,Bethany Harrison,749
1095,1096,Lisa Mcintyre,719
1096,1097,Carolyn Gonzalez,237
1097,1098,Christina Oconnell,764
1098,1099,James Garcia,422
1099,1100,Emily Frederick,485
1100,1101,Shawn Wise,500
1101,1102,Carrie Alvarez,331
1102,1103,Carrie Alvarez,852
1103,1104,Matthew James,949
1104,1105,Jerry Alvarado,908
1105,1106,Paul Zimmerman,794
1106,1107,Carl Ryan,183
1107,1108,Kelly Roberts,342
1108,1109,Jack Woods,593
1109,1110,Albert Alexander Jr.,652
1110,1111,Teresa Perez,972
1111,1112,Amanda Williams,376
1112,1113,Kristen Lawson,339
1113,1114,Jacob Stewart,194
1114,1115,Daniel Brooks,510
1115,1116,Aaron Dunn,767
1116,1117,Jacob Martinez,641
1117,1118,Raymond Burgess,249
1118,1119,Jennifer Cooke,81
1119,1120,Jennifer Cooke,516
1120,1121,Tyrone White,1088
1121,1122,Charles Williams,248
1122,1123,Amy Page,782
1123,1124,Scott Gibbs,765
1124,1125,Scott Gibbs,1005
1125,1126,Angela Roberts,252
1126,1127,Kyle Hernandez,850
1127,1128,Cynthia Ferguson,243
1128,1129,Brandi Garcia,898
1129,1130,Matthew Blake,859
1130,1131,Lauren Howell,1015
1131,1132,Joseph Wilson,1162
1132,1133,Tanner Vance,839
1133,1134,Michael Nash,319
1134,1135,Brent Thomas,492
1135,1136,Harold Mitchell,561
1136,1137,Ashley Palmer,829
1137,1138,Stephen Hogan,32
1138,1139,George Ashley,107
1139,1140,Sara Bailey,20
1140,1141,Tanya Thomas MD,773
1141,1142,Maria Galvan,835
1142,1143,Duane Kelly,1084
1143,1144,Frank Reynolds,1187
1144,1145,Aaron Kim,442
1145,1146,Aaron Kim,128
1146,1147,David Allen,893
1147,1148,Monica Lee,48
1148,1149,Kimberly Fuller,619
1149,1150,Erica Scott,733
1150,1151,Melissa Mitchell,1110
1151,1152,Joshua Murray,295
1152,1153,John Jones,309
1153,1154,Cheryl Johnson,53
1154,1155,Lisa Farmer,199
1155,1156,Christopher Walker,1177
1156,1157,Elizabeth Coffey,897
1157,1158,Joseph Clark,835
1158,1159,Jamie Brewer,579
1159,1160,Lauren Boyer,391
1160,1161,Howard Esparza,672
1161,1162,James Hickman,846
1162,1163,Jennifer Hernandez,838
1163,1164,Shannon Warren,492
1164,1165,Ashley Aguilar,1131
1165,1166,Daniel Price,859
1166,1167,James Perez,69
1167,1168,Jerry Smith,965
1168,1169,Andre Fernandez,122
1169,1170,Anthony West,559
1170,1171,Amber Flowers,618
1171,1172,Patricia Davis,960
1172,1173,Jasmine Gibbs,128
1173,1174,Nicole Dudley,893
1174,1175,Lori Colon,701
1175,1176,William Carr,901
1176,1177,Jeffrey Dixon,125
1177,1178,Robert Sexton,414
1178,1179,Brooke Gonzalez,452
1179,1180,Victoria Bryant MD,328
1180,1181,Nancy Kennedy,1115
1181,1182,Andrew Barry,169
1182,1183,Carlos Wheeler,49
1183,1184,Isabella Roach,697
1184,1185,Samantha Williams,391
1185,1186,Samuel Little MD,562
1186,1187,Paul Taylor,1140
1187,1188,Susan Baker,164
1188,1189,Mark Fry,728
1189,1190,Megan Mclean,847
1190,1191,Caitlin Hunt,719
1191,1192,Jenna Holland,716
1192,1193,Stephanie Oconnell,796
1193,1194,Andrea Hill,530
